"GARCH(1,1)-N_cond_vol","GARCH(1,1)-t_cond_vol","EGARCH(1,1)-t_cond_vol","APARCH(1,1)-t_cond_vol"
0.8691222134218104,0.8795066757122537,0.8685594223883054,0.8737697649972272
0.8553593286167381,0.8658611173922269,0.8612141804791911,0.862596440655987
0.8858761818964436,0.8920301872432068,0.9019838374775848,0.8950243770831557
0.8654598577914938,0.8727020300561401,0.8815830137960636,0.8751956458892074
0.8443851772484604,0.8526509686911581,0.8572391693808096,0.8536491480806536
0.8209907555513071,0.8303857259477145,0.8160532736792532,0.8262689795899807
0.8417196914361099,0.84769680643097,0.8477963381885748,0.8498258710737823
0.8185962869417472,0.8257834297243215,0.8089678070021027,0.8230413519052239
0.81971030580609,0.8255678148542545,0.8206255132447585,0.8277120684900049
1.010381331630491,0.9984729766836352,0.9608392679096451,0.9799440337652644
0.9909539608044832,0.9815081217142323,0.9549287757633197,0.9668075818649972
0.9667973314074793,0.9600008416369579,0.9381273665290593,0.9466980080680236
0.9372480359877207,0.933341726340415,0.9014139926163458,0.9167080489387428
0.9460145423845536,0.9413826382381121,0.9274822726044626,0.9323505530950111
0.919072961286005,0.916920969769674,0.8974805879505813,0.9058611180366009
0.9069258467921114,0.9056976377954437,0.8967308155975405,0.8987550226949985
0.8832773394380438,0.8839181768021558,0.8715971089941206,0.8758259572734578
0.9085125231297322,0.9063917675949852,0.9099034201281944,0.905200935643747
0.8959804470848918,0.894779425880013,0.9066022730875566,0.8967745461478377
0.8741403240744907,0.8746027701353931,0.8839867578951907,0.8757039694012225
0.8535199132614842,0.8553638123236984,0.8622781135867676,0.8556782935430004
0.8358145023827869,0.8386146318146207,0.8456266432445416,0.8391714915967547
0.8231419982986223,0.82630156545112,0.8374173204467591,0.8287328264212847
0.802168420060082,0.8064074823790341,0.8063819289880231,0.805548759819158
0.7998900998902911,0.8032801397833698,0.8122009895223656,0.8064752946387607
0.779186640166905,0.7835281373610485,0.7719450964807167,0.7816019081676487
0.7625200931694739,0.767290084594608,0.7505203245758274,0.7639413161559339
